Country Name,Country Code,Indicator Name,Indicator Code,2014
Dominican Republic,DOM,"Share of male skilled worker out of all workers in this sector, %",p_M_skl,7.8000611
Dominican Republic,DOM,"Share of male unskilled worker out of all workers in this sector, %",p_M_nsk,37.10186236
Dominican Republic,DOM,Value-added from Capital in GTAP10P3COD,gtap10VACapital,37325.42441
Dominican Republic,DOM,Value-added from labor in GTAP10P3COD (in USD 2014 million),gtap10VALabor,18646.65221
Dominican Republic,DOM,Wage Premia for Females (the ratio of skilled female workers' wage  to  unskilled female workers' wage),wpremia_F,117.8560296
Dominican Republic,DOM,Wage Premia for Males  (the ratio of skilled male workers' wage  to  unskilled male workers' wage),wpremia_M,101.1580787
Ecuador,ECU,Annual wage for skilled female workers (US$ Dollars),w_F_skl,493385.417
Ecuador,ECU,Annual wage for skilled male workers (US$ Dollars),w_M_skl,553563.1289
Ecuador,ECU,Annual wage for unskilled female workers (US$ Dollars),w_F_nsk,300855.8849
Ecuador,ECU,Annual wage for unskilled male workers (US$ Dollars),w_M_nsk,350268.4394
Ecuador,ECU,Labor volume for skilled females (millions),v_F_skl,879772.6813
Ecuador,ECU,Labor volume for skilled males (millions),v_M_skl,907526.9779
Ecuador,ECU,Labor volume for unskilled females (millions),v_F_nsk,1539807.571
Ecuador,ECU,Labor volume for unskilled male (millions),v_M_nsk,3880234.77
Ecuador,ECU,"Share of female skilled worker out of all workers in this sector, %",p_F_skl,6.22417205
Ecuador,ECU,"Share of female unskilled worker out of all workers in this sector, %",p_F_nsk,11.99698237
Ecuador,ECU,"Share of male skilled worker out of all workers in this sector, %",p_M_skl,10.33262311
Ecuador,ECU,"Share of male unskilled worker out of all workers in this sector, %",p_M_nsk,36.44622247
Ecuador,ECU,Value-added from Capital in GTAP10P3COD,gtap10VACapital,47932.08509
Ecuador,ECU,Value-added from labor in GTAP10P3COD (in USD 2014 million),gtap10VALabor,38816.79565
Ecuador,ECU,Wage Premia for Females (the ratio of skilled female workers' wage  to  unskilled female workers' wage),wpremia_F,107.7003212
Ecuador,ECU,Wage Premia for Males  (the ratio of skilled male workers' wage  to  unskilled male workers' wage),wpremia_M,104.8308684
"Egypt, Arab Rep.",EGY,Annual wage for skilled female workers (US$ Dollars),w_F_skl,195538.9283
"Egypt, Arab Rep.",EGY,Annual wage for skilled male workers (US$ Dollars),w_M_skl,235914.1722
"Egypt, Arab Rep.",EGY,Annual wage for unskilled female workers (US$ Dollars),w_F_nsk,122507.4041
"Egypt, Arab Rep.",EGY,Annual wage for unskilled male workers (US$ Dollars),w_M_nsk,186008.0541
"Egypt, Arab Rep.",EGY,Labor volume for skilled females (millions),v_F_skl,4206798.707
"Egypt, Arab Rep.",EGY,Labor volume for skilled males (millions),v_M_skl,6553630.937
"Egypt, Arab Rep.",EGY,Labor volume for unskilled females (millions),v_F_nsk,3146924.343
"Egypt, Arab Rep.",EGY,Labor volume for unskilled male (millions),v_M_nsk,16861873.01
"Egypt, Arab Rep.",EGY,"Share of female skilled worker out of all workers in this sector, %",p_F_skl,6.331935237
"Egypt, Arab Rep.",EGY,"Share of female unskilled worker out of all workers in this sector, %",p_F_nsk,6.024447172
"Egypt, Arab Rep.",EGY,"Share of male skilled worker out of all workers in this sector, %",p_M_skl,13.3799215
"Egypt, Arab Rep.",EGY,"Share of male unskilled worker out of all workers in this sector, %",p_M_nsk,39.26369609
"Egypt, Arab Rep.",EGY,Value-added from Capital in GTAP10P3COD,gtap10VACapital,145099.4387
"Egypt, Arab Rep.",EGY,Value-added from labor in GTAP10P3COD (in USD 2014 million),gtap10VALabor,134928.7329
"Egypt, Arab Rep.",EGY,Wage Premia for Females (the ratio of skilled female workers' wage  to  unskilled female workers' wage),wpremia_F,103.8439515
"Egypt, Arab Rep.",EGY,Wage Premia for Males  (the ratio of skilled male workers' wage  to  unskilled male workers' wage),wpremia_M,81.95222945
El Salvador,SLV,Annual wage for skilled female workers (US$ Dollars),w_F_skl,241552.7423
El Salvador,SLV,Annual wage for skilled male workers (US$ Dollars),w_M_skl,276027.2073
El Salvador,SLV,Annual wage for unskilled female workers (US$ Dollars),w_F_nsk,161828.5257
El Salvador,SLV,Annual wage for unskilled male workers (US$ Dollars),w_M_nsk,213633.5734
El Salvador,SLV,Labor volume for skilled females (millions),v_F_skl,624361.732
El Salvador,SLV,Labor volume for skilled males (millions),v_M_skl,874450.8032
El Salvador,SLV,Labor volume for unskilled females (millions),v_F_nsk,420190.7661
El Salvador,SLV,Labor volume for unskilled male (millions),v_M_nsk,741405.6987
El Salvador,SLV,"Share of female skilled worker out of all workers in this sector, %",p_F_skl,12.00941597
El Salvador,SLV,"Share of female unskilled worker out of all workers in this sector, %",p_F_nsk,8.950146545
El Salvador,SLV,"Share of male skilled worker out of all workers in this sector, %",p_M_skl,22.22353159
El Salvador,SLV,"Share of male unskilled worker out of all workers in this sector, %",p_M_nsk,21.81690589
El Salvador,SLV,Value-added from Capital in GTAP10P3COD,gtap10VACapital,13822.80538
El Salvador,SLV,Value-added from labor in GTAP10P3COD (in USD 2014 million),gtap10VALabor,8004.24725
El Salvador,SLV,Wage Premia for Females (the ratio of skilled female workers' wage  to  unskilled female workers' wage),wpremia_F,97.48674055
El Salvador,SLV,Wage Premia for Males  (the ratio of skilled male workers' wage  to  unskilled male workers' wage),wpremia_M,83.89158021
Estonia,EST,Annual wage for skilled female workers (US$ Dollars),w_F_skl,1554698.355
Estonia,EST,Annual wage for skilled male workers (US$ Dollars),w_M_skl,2037445.222
Estonia,EST,Annual wage for unskilled female workers (US$ Dollars),w_F_nsk,1044056.787
Estonia,EST,Annual wage for unskilled male workers (US$ Dollars),w_M_nsk,1406606.906
Estonia,EST,Labor volume for skilled females (millions),v_F_skl,105885.1202
Estonia,EST,Labor volume for skilled males (millions),v_M_skl,152053.6255
Estonia,EST,Labor volume for unskilled females (millions),v_F_nsk,66020.61811
Estonia,EST,Labor volume for unskilled male (millions),v_M_nsk,352099.6362
Estonia,EST,"Share of female skilled worker out of all workers in this sector, %",p_F_skl,6.32708647
Estonia,EST,"Share of female unskilled worker out of all workers in this sector, %",p_F_nsk,6.033701299
Estonia,EST,"Share of male skilled worker out of all workers in this sector, %",p_M_skl,13.35726871
Estonia,EST,"Share of male unskilled worker out of all workers in this sector, %",p_M_nsk,39.28194353
Estonia,EST,Value-added from Capital in GTAP10P3COD,gtap10VACapital,9430.540368
Estonia,EST,Value-added from labor in GTAP10P3COD (in USD 2014 million),gtap10VALabor,8803.613281
Estonia,EST,Wage Premia for Females (the ratio of skilled female workers' wage  to  unskilled female workers' wage),wpremia_F,97.43989286
Estonia,EST,Wage Premia for Males  (the ratio of skilled male workers' wage  to  unskilled male workers' wage),wpremia_M,92.73844166
Ethiopia,ETH,Annual wage for skilled female workers (US$ Dollars),w_F_skl,57061.08427
Ethiopia,ETH,Annual wage for skilled male workers (US$ Dollars),w_M_skl,73165.94701
Ethiopia,ETH,Annual wage for unskilled female workers (US$ Dollars),w_F_nsk,25477.15695
Ethiopia,ETH,Annual wage for unskilled male workers (US$ Dollars),w_M_nsk,41778.24016
Ethiopia,ETH,Labor volume for skilled females (millions),v_F_skl,4920004.181
Ethiopia,ETH,Labor volume for skilled males (millions),v_M_skl,10873274.66
Ethiopia,ETH,Labor volume for unskilled females (millions),v_F_nsk,10800188.91
Ethiopia,ETH,Labor volume for unskilled male (millions),v_M_nsk,18769962.25
Ethiopia,ETH,"Share of female skilled worker out of all workers in this sector, %",p_F_skl,10.28113736
Ethiopia,ETH,"Share of female unskilled worker out of all workers in this sector, %",p_F_nsk,11.11231119
Ethiopia,ETH,"Share of male skilled worker out of all workers in this sector, %",p_M_skl,22.92533156
Ethiopia,ETH,"Share of male unskilled worker out of all workers in this sector, %",p_M_nsk,20.68121989
Ethiopia,ETH,Value-added from Capital in GTAP10P3COD,gtap10VACapital,23779.05056
Ethiopia,ETH,Value-added from labor in GTAP10P3COD (in USD 2014 million),gtap10VALabor,24547.41641
Ethiopia,ETH,Wage Premia for Females (the ratio of skilled female workers' wage  to  unskilled female workers' wage),wpremia_F,147.4649908
Ethiopia,ETH,Wage Premia for Males  (the ratio of skilled male workers' wage  to  unskilled male workers' wage),wpremia_M,121.7452918
Finland,FIN,Annual wage for skilled female workers (US$ Dollars),w_F_skl,5381863.124
Finland,FIN,Annual wage for skilled male workers (US$ Dollars),w_M_skl,7192062.486
Finland,FIN,Annual wage for unskilled female workers (US$ Dollars),w_F_nsk,3610883.748
Finland,FIN,Annual wage for unskilled male workers (US$ Dollars),w_M_nsk,5041942.326
Finland,FIN,Labor volume for skilled females (millions),v_F_skl,510220.1932
Finland,FIN,Labor volume for skilled males (millions),v_M_skl,706033.6189
Finland,FIN,Labor volume for unskilled females (millions),v_F_nsk,236660.4842
Finland,FIN,Labor volume for unskilled male (millions),v_M_nsk,1235721.704
Finland,FIN,"Share of female skilled worker out of all workers in this sector, %",p_F_skl,6.321315872
Finland,FIN,"Share of female unskilled worker out of all workers in this sector, %",p_F_nsk,6.023872679
Finland,FIN,"Share of male skilled worker out of all workers in this sector, %",p_M_skl,13.37909223
Finland,FIN,"Share of male unskilled worker out of all workers in this sector, %",p_M_nsk,39.27571922
Finland,FIN,Value-added from Capital in GTAP10P3COD,gtap10VACapital,103363.5365
Finland,FIN,Value-added from labor in GTAP10P3COD (in USD 2014 million),gtap10VALabor,95597.28608
Finland,FIN,Wage Premia for Females (the ratio of skilled female workers' wage  to  unskilled female workers' wage),wpremia_F,97.43989286
Finland,FIN,Wage Premia for Males  (the ratio of skilled male workers' wage  to  unskilled male workers' wage),wpremia_M,92.73844166
France,FRA,Annual wage for skilled female workers (US$ Dollars),w_F_skl,2791016.195
France,FRA,Annual wage for skilled male workers (US$ Dollars),w_M_skl,3698241.426
France,FRA,Annual wage for unskilled female workers (US$ Dollars),w_F_nsk,1871536.119
France,FRA,Annual wage for unskilled male workers (US$ Dollars),w_M_nsk,2586385.938
France,FRA,Labor volume for skilled females (millions),v_F_skl,5643497.694
France,FRA,Labor volume for skilled males (millions),v_M_skl,8064117.257
France,FRA,Labor volume for unskilled females (millions),v_F_nsk,2602816.527
France,FRA,Labor volume for unskilled male (millions),v_M_nsk,13859969.52
France,FRA,"Share of female skilled worker out of all workers in this sector, %",p_F_skl,6.315156641
France,FRA,"Share of female unskilled worker out of all workers in this sector, %",p_F_nsk,6.025106079
France,FRA,"Share of male skilled worker out of all workers in this sector, %",p_M_skl,13.38454694
France,FRA,"Share of male unskilled worker out of all workers in this sector, %",p_M_nsk,39.27519033
France,FRA,Value-added from Capital in GTAP10P3COD,gtap10VACapital,936482.6498
France,FRA,Value-added from labor in GTAP10P3COD (in USD 2014 million),gtap10VALabor,793181.1103
France,FRA,Wage Premia for Females (the ratio of skilled female workers' wage  to  unskilled female workers' wage),wpremia_F,97.43989286
France,FRA,Wage Premia for Males  (the ratio of skilled male workers' wage  to  unskilled male workers' wage),wpremia_M,92.73844166
Georgia,GEO,Annual wage for skilled female workers (US$ Dollars),w_F_skl,244510.0947
Georgia,GEO,Annual wage for skilled male workers (US$ Dollars),w_M_skl,467147.201
Georgia,GEO,Annual wage for unskilled female workers (US$ Dollars),w_F_nsk,183693.9896
Georgia,GEO,Annual wage for unskilled male workers (US$ Dollars),w_M_nsk,197404.0957
Georgia,GEO,Labor volume for skilled females (millions),v_F_skl,992548.3452
Georgia,GEO,Labor volume for skilled males (millions),v_M_skl,1007129.864
Georgia,GEO,Labor volume for unskilled females (millions),v_F_nsk,17551.21453
Georgia,GEO,Labor volume for unskilled male (millions),v_M_nsk,17531.57617
Georgia,GEO,"Share of female skilled worker out of all workers in this sector, %",p_F_skl,22.04238734
Georgia,GEO,"Share of female unskilled worker out of all workers in this sector, %",p_F_nsk,0.43811307
Georgia,GEO,"Share of male skilled worker out of all workers in this sector, %",p_M_skl,42.04021424
Georgia,GEO,"Share of male unskilled worker out of all workers in this sector, %",p_M_nsk,0.47928535
Georgia,GEO,Value-added from Capital in GTAP10P3COD,gtap10VACapital,5823.151615
Georgia,GEO,Value-added from labor in GTAP10P3COD (in USD 2014 million),gtap10VALabor,7194.437758
Georgia,GEO,Wage Premia for Females (the ratio of skilled female workers' wage  to  unskilled female workers' wage),wpremia_F,86.17942386
Georgia,GEO,Wage Premia for Males  (the ratio of skilled male workers' wage  to  unskilled male workers' wage),wpremia_M,152.3438899
Germany,DEU,Annual wage for skilled female workers (US$ Dollars),w_F_skl,4596895.423
Germany,DEU,Annual wage for skilled male workers (US$ Dollars),w_M_skl,6094615.331
Germany,DEU,Annual wage for unskilled female workers (US$ Dollars),w_F_nsk,3090437.982
Germany,DEU,Annual wage for unskilled male workers (US$ Dollars),w_M_nsk,4235522.596
Germany,DEU,Labor volume for skilled females (millions),v_F_skl,7299999.577
Germany,DEU,Labor volume for skilled males (millions),v_M_skl,10417048.47
Germany,DEU,Labor volume for unskilled females (millions),v_F_nsk,3974913.49
Germany,DEU,Labor volume for unskilled male (millions),v_M_nsk,20764789.46
Germany,DEU,"Share of female skilled worker out of all workers in this sector, %",p_F_skl,6.311588809
Germany,DEU,"Share of female unskilled worker out of all workers in this sector, %",p_F_nsk,6.026560419
Germany,DEU,"Share of male skilled worker out of all workers in this sector, %",p_M_skl,13.38775774
Germany,DEU,"Share of male unskilled worker out of all workers in this sector, %",p_M_nsk,39.27409304
Germany,DEU,Value-added from Capital in GTAP10P3COD,gtap10VACapital,1520330.525
Germany,DEU,Value-added from labor in GTAP10P3COD (in USD 2014 million),gtap10VALabor,1210182.773
Germany,DEU,Wage Premia for Females (the ratio of skilled female workers' wage  to  unskilled female workers' wage),wpremia_F,97.43989286
Germany,DEU,Wage Premia for Males  (the ratio of skilled male workers' wage  to  unskilled male workers' wage),wpremia_M,92.73844166
Ghana,GHA,Annual wage for skilled female workers (US$ Dollars),w_F_skl,150991.5765
Ghana,GHA,Annual wage for skilled male workers (US$ Dollars),w_M_skl,276378.6059
Ghana,GHA,Annual wage for unskilled female workers (US$ Dollars),w_F_nsk,120228.9642
Ghana,GHA,Annual wage for unskilled male workers (US$ Dollars),w_M_nsk,194469.4381
Ghana,GHA,Labor volume for skilled females (millions),v_F_skl,1913963.176
Ghana,GHA,Labor volume for skilled males (millions),v_M_skl,5078065.743
Ghana,GHA,Labor volume for unskilled females (millions),v_F_nsk,1256595.181
Ghana,GHA,Labor volume for unskilled male (millions),v_M_nsk,2908870.9
Ghana,GHA,"Share of female skilled worker out of all workers in this sector, %",p_F_skl,11.02982073
Ghana,GHA,"Share of female unskilled worker out of all workers in this sector, %",p_F_nsk,11.38752319
Ghana,GHA,"Share of male skilled worker out of all workers in this sector, %",p_M_skl,27.11021392
Ghana,GHA,"Share of male unskilled worker out of all workers in this sector, %",p_M_nsk,15.47244216
Ghana,GHA,Value-added from Capital in GTAP10P3COD,gtap10VACapital,9531.64583
Ghana,GHA,Value-added from labor in GTAP10P3COD (in USD 2014 million),gtap10VALabor,22090.11039
Ghana,GHA,Wage Premia for Females (the ratio of skilled female workers' wage  to  unskilled female workers' wage),wpremia_F,81.68575992
Ghana,GHA,Wage Premia for Males  (the ratio of skilled male workers' wage  to  unskilled male workers' wage),wpremia_M,92.48000537
Greece,GRC,Annual wage for skilled female workers (US$ Dollars),w_F_skl,2053029.974
Greece,GRC,Annual wage for skilled male workers (US$ Dollars),w_M_skl,2769745.521
Greece,GRC,Annual wage for unskilled female workers (US$ Dollars),w_F_nsk,1389808.041
Greece,GRC,Annual wage for unskilled male workers (US$ Dollars),w_M_nsk,1904125.453
Greece,GRC,Labor volume for skilled females (millions),v_F_skl,943800.6851
Greece,GRC,Labor volume for skilled males (millions),v_M_skl,1212618.826
Greece,GRC,Labor volume for unskilled females (millions),v_F_nsk,507024.0951
Greece,GRC,Labor volume for unskilled male (millions),v_M_nsk,2263121.394
Greece,GRC,"Share of female skilled worker out of all workers in this sector, %",p_F_skl,6.282119795
Greece,GRC,"Share of female unskilled worker out of all workers in this sector, %",p_F_nsk,6.01725001
Greece,GRC,"Share of male skilled worker out of all workers in this sector, %",p_M_skl,13.43859441
Greece,GRC,"Share of male unskilled worker out of all workers in this sector, %",p_M_nsk,39.26203579
Greece,GRC,Value-added from Capital in GTAP10P3COD,gtap10VACapital,105312.4869
Greece,GRC,Value-added from labor in GTAP10P3COD (in USD 2014 million),gtap10VALabor,47829.22506
Greece,GRC,Wage Premia for Females (the ratio of skilled female workers' wage  to  unskilled female workers' wage),wpremia_F,97.43989286
Greece,GRC,Wage Premia for Males  (the ratio of skilled male workers' wage  to  unskilled male workers' wage),wpremia_M,92.73844166
Guatemala,GTM,Annual wage for skilled female workers (US$ Dollars),w_F_skl,446693.9218
Guatemala,GTM,Annual wage for skilled male workers (US$ Dollars),w_M_skl,461720.9322
Guatemala,GTM,Annual wage for unskilled female workers (US$ Dollars),w_F_nsk,243671.4302
Guatemala,GTM,Annual wage for unskilled male workers (US$ Dollars),w_M_nsk,291029.4016
Guatemala,GTM,Labor volume for skilled females (millions),v_F_skl,764697.049
Guatemala,GTM,Labor volume for skilled males (millions),v_M_skl,1212899.72
Guatemala,GTM,Labor volume for unskilled females (millions),v_F_nsk,662004.1211
Guatemala,GTM,Labor volume for unskilled male (millions),v_M_nsk,3571287.11
Guatemala,GTM,"Share of female skilled worker out of all workers in this sector, %",p_F_skl,6.344060744
Guatemala,GTM,"Share of female unskilled worker out of all workers in this sector, %",p_F_nsk,6.033964711
Guatemala,GTM,"Share of male skilled worker out of all workers in this sector, %",p_M_skl,13.3334882
Guatemala,GTM,"Share of male unskilled worker out of all workers in this sector, %",p_M_nsk,39.28848635
Guatemala,GTM,Value-added from Capital in GTAP10P3COD,gtap10VACapital,25820.14003
Guatemala,GTM,Value-added from labor in GTAP10P3COD (in USD 2014 million),gtap10VALabor,25601.64794
Guatemala,GTM,Wage Premia for Females (the ratio of skilled female workers' wage  to  unskilled female workers' wage),wpremia_F,120.2765389
Guatemala,GTM,Wage Premia for Males  (the ratio of skilled male workers' wage  to  unskilled male workers' wage),wpremia_M,103.2034361
Guinea,GIN,Annual wage for skilled female workers (US$ Dollars),w_F_skl,68703.45064
Guinea,GIN,Annual wage for skilled male workers (US$ Dollars),w_M_skl,67276.80831
Guinea,GIN,Annual wage for unskilled female workers (US$ Dollars),w_F_nsk,38236.61268
Guinea,GIN,Annual wage for unskilled male workers (US$ Dollars),w_M_nsk,42511.66249
Guinea,GIN,Labor volume for skilled females (millions),v_F_skl,299292.8665
Guinea,GIN,Labor volume for skilled males (millions),v_M_skl,650841.5264
Guinea,GIN,Labor volume for unskilled females (millions),v_F_nsk,438378.2878
Guinea,GIN,Labor volume for unskilled male (millions),v_M_nsk,2982999.319
Guinea,GIN,"Share of female skilled worker out of all workers in this sector, %",p_F_skl,6.300028186
Guinea,GIN,"Share of female unskilled worker out of all workers in this sector, %",p_F_nsk,6.020304381
Guinea,GIN,"Share of male skilled worker out of all workers in this sector, %",p_M_skl,13.41894947
Guinea,GIN,"Share of male unskilled worker out of all workers in this sector, %",p_M_nsk,39.26071797
Guinea,GIN,Value-added from Capital in GTAP10P3COD,gtap10VACapital,3120.69143
Guinea,GIN,Value-added from labor in GTAP10P3COD (in USD 2014 million),gtap10VALabor,1624.339718
Guinea,GIN,Wage Premia for Females (the ratio of skilled female workers' wage  to  unskilled female workers' wage),wpremia_F,116.9544971
Guinea,GIN,Wage Premia for Males  (the ratio of skilled male workers' wage  to  unskilled male workers' wage),wpremia_M,102.2939873
Honduras,HND,Annual wage for skilled female workers (US$ Dollars),w_F_skl,368129.2955
Honduras,HND,Annual wage for skilled male workers (US$ Dollars),w_M_skl,372510.3894
Honduras,HND,Annual wage for unskilled female workers (US$ Dollars),w_F_nsk,197269.0035
Honduras,HND,Annual wage for unskilled male workers (US$ Dollars),w_M_nsk,248717.1635
Honduras,HND,Labor volume for skilled females (millions),v_F_skl,700936.2863
Honduras,HND,Labor volume for skilled males (millions),v_M_skl,778561.0066
Honduras,HND,Labor volume for unskilled females (millions),v_F_nsk,629476.1053
Honduras,HND,Labor volume for unskilled male (millions),v_M_nsk,1724301.602
Honduras,HND,"Share of female skilled worker out of all workers in this sector, %",p_F_skl,8.087720988
Honduras,HND,"Share of female unskilled worker out of all workers in this sector, %",p_F_nsk,11.09077841
Honduras,HND,"Share of male skilled worker out of all workers in this sector, %",p_M_skl,15.13655194
Honduras,HND,"Share of male unskilled worker out of all workers in this sector, %",p_M_nsk,30.68494866
Honduras,HND,Value-added from Capital in GTAP10P3COD,gtap10VACapital,7317.76206
Honduras,HND,Value-added from labor in GTAP10P3COD (in USD 2014 million),gtap10VALabor,8472.953061
Honduras,HND,Wage Premia for Females (the ratio of skilled female workers' wage  to  unskilled female workers' wage),wpremia_F,118.2124599
Honduras,HND,Wage Premia for Males  (the ratio of skilled male workers' wage  to  unskilled male workers' wage),wpremia_M,98.68386756
"Hong Kong, SAR China",HKG,Annual wage for skilled female workers (US$ Dollars),w_F_skl,2058288.206
"Hong Kong, SAR China",HKG,Annual wage for skilled male workers (US$ Dollars),w_M_skl,2018819.744
"Hong Kong, SAR China",HKG,Annual wage for unskilled female workers (US$ Dollars),w_F_nsk,1169357.912
"Hong Kong, SAR China",HKG,Annual wage for unskilled male workers (US$ Dollars),w_M_nsk,1266252.987
"Hong Kong, SAR China",HKG,Labor volume for skilled females (millions),v_F_skl,536737.3536
"Hong Kong, SAR China",HKG,Labor volume for skilled males (millions),v_M_skl,944009.395
"Hong Kong, SAR China",HKG,Labor volume for unskilled females (millions),v_F_nsk,384698.9199
"Hong Kong, SAR China",HKG,Labor volume for unskilled male (millions),v_M_nsk,2033886.331
"Hong Kong, SAR China",HKG,"Share of female skilled worker out of all workers in this sector, %",p_F_skl,6.347003549
"Hong Kong, SAR China",HKG,"Share of female unskilled worker out of all workers in this sector, %",p_F_nsk,6.038869853
"Hong Kong, SAR China",HKG,"Share of male skilled worker out of all workers in this sector, %",p_M_skl,13.33114204
"Hong Kong, SAR China",HKG,"Share of male unskilled worker out of all workers in this sector, %",p_M_nsk,39.28298456
"Hong Kong, SAR China",HKG,Value-added from Capital in GTAP10P3COD,gtap10VACapital,153440.9867
"Hong Kong, SAR China",HKG,Value-added from labor in GTAP10P3COD (in USD 2014 million),gtap10VALabor,127533.5177
"Hong Kong, SAR China",HKG,Wage Premia for Females (the ratio of skilled female workers' wage  to  unskilled female workers' wage),wpremia_F,113.7834354
"Hong Kong, SAR China",HKG,Wage Premia for Males  (the ratio of skilled male workers' wage  to  unskilled male workers' wage),wpremia_M,102.3465006
Hungary,HUN,Annual wage for skilled female workers (US$ Dollars),w_F_skl,1021297.9
Hungary,HUN,Annual wage for skilled male workers (US$ Dollars),w_M_skl,1053221.627
Hungary,HUN,Annual wage for unskilled female workers (US$ Dollars),w_F_nsk,626961.4176
Hungary,HUN,Annual wage for unskilled male workers (US$ Dollars),w_M_nsk,881249.6292
Hungary,HUN,Labor volume for skilled females (millions),v_F_skl,688185.9647
Hungary,HUN,Labor volume for skilled males (millions),v_M_skl,584467.6568
Hungary,HUN,Labor volume for unskilled females (millions),v_F_nsk,1235093.411
Hungary,HUN,Labor volume for unskilled male (millions),v_M_nsk,2017875.968
Hungary,HUN,"Share of female skilled worker out of all workers in this sector, %",p_F_skl,5.138326864
Hungary,HUN,"Share of female unskilled worker out of all workers in this sector, %",p_F_nsk,17.23520465
Hungary,HUN,"Share of male skilled worker out of all workers in this sector, %",p_M_skl,6.569630222
Hungary,HUN,"Share of male unskilled worker out of all workers in this sector, %",p_M_nsk,36.05683827
Hungary,HUN,Value-added from Capital in GTAP10P3COD,gtap10VACapital,59054.73405
Hungary,HUN,Value-added from labor in GTAP10P3COD (in USD 2014 million),gtap10VALabor,36371.50375
Hungary,HUN,Wage Premia for Females (the ratio of skilled female workers' wage  to  unskilled female workers' wage),wpremia_F,106.0737143
Hungary,HUN,Wage Premia for Males  (the ratio of skilled male workers' wage  to  unskilled male workers' wage),wpremia_M,77.02517204
India,IND,Annual wage for skilled female workers (US$ Dollars),w_F_skl,41754.84472
India,IND,Annual wage for skilled male workers (US$ Dollars),w_M_skl,38793.75745
India,IND,Annual wage for unskilled female workers (US$ Dollars),w_F_nsk,25590.62481
India,IND,Annual wage for unskilled male workers (US$ Dollars),w_M_nsk,28379.97762
India,IND,Labor volume for skilled females (millions),v_F_skl,60324018.78
India,IND,Labor volume for skilled males (millions),v_M_skl,107160894.5
India,IND,Labor volume for unskilled females (millions),v_F_nsk,41144162.17
India,IND,Labor volume for unskilled male (millions),v_M_nsk,270567481.5
India,IND,"Share of female skilled worker out of all workers in this sector, %",p_F_skl,6.340016919
India,IND,"Share of female unskilled worker out of all workers in this sector, %",p_F_nsk,6.033766098
India,IND,"Share of male skilled worker out of all workers in this sector, %",p_M_skl,13.33356761
India,IND,"Share of male unskilled worker out of all workers in this sector, %",p_M_nsk,39.29264937
India,IND,Value-added from Capital in GTAP10P3COD,gtap10VACapital,798145.6454
India,IND,Value-added from labor in GTAP10P3COD (in USD 2014 million),gtap10VALabor,967707.4934
India,IND,Wage Premia for Females (the ratio of skilled female workers' wage  to  unskilled female workers' wage),wpremia_F,106.603942
India,IND,Wage Premia for Males  (the ratio of skilled male workers' wage  to  unskilled male workers' wage),wpremia_M,89.09230014
Indonesia,IDN,Annual wage for skilled female workers (US$ Dollars),w_F_skl,173639.1322
Indonesia,IDN,Annual wage for skilled male workers (US$ Dollars),w_M_skl,171254.4273
Indonesia,IDN,Annual wage for unskilled female workers (US$ Dollars),w_F_nsk,98384.28596
Indonesia,IDN,Annual wage for unskilled male workers (US$ Dollars),w_M_nsk,107029.2053
Indonesia,IDN,Labor volume for skilled females (millions),v_F_skl,13249811.15
Indonesia,IDN,Labor volume for skilled males (millions),v_M_skl,24710985.16
Indonesia,IDN,Labor volume for unskilled females (millions),v_F_nsk,11968520.02
Indonesia,IDN,Labor volume for unskilled male (millions),v_M_nsk,72758516.68
Indonesia,IDN,"Share of female skilled worker out of all workers in this sector, %",p_F_skl,6.3279616
Indonesia,IDN,"Share of female unskilled worker out of all workers in this sector, %",p_F_nsk,6.033427987
Indonesia,IDN,"Share of male skilled worker out of all workers in this sector, %",p_M_skl,13.36216594
Indonesia,IDN,"Share of male unskilled worker out of all workers in this sector, %",p_M_nsk,39.27644447
Indonesia,IDN,Value-added from Capital in GTAP10P3COD,gtap10VACapital,426889.3185
Indonesia,IDN,Value-added from labor in GTAP10P3COD (in USD 2014 million),gtap10VALabor,347861.8997
Indonesia,IDN,Wage Premia for Females (the ratio of skilled female workers' wage  to  unskilled female workers' wage),wpremia_F,113.7834354
Indonesia,IDN,Wage Premia for Males  (the ratio of skilled male workers' wage  to  unskilled male workers' wage),wpremia_M,102.3465006
"Iran, Islamic Rep.",IRN,Annual wage for skilled female workers (US$ Dollars),w_F_skl,263003.1749
"Iran, Islamic Rep.",IRN,Annual wage for skilled male workers (US$ Dollars),w_M_skl,316404.2943
"Iran, Islamic Rep.",IRN,Annual wage for unskilled female workers (US$ Dollars),w_F_nsk,164698.0376
"Iran, Islamic Rep.",IRN,Annual wage for unskilled male workers (US$ Dollars),w_M_nsk,249948.9662
"Iran, Islamic Rep.",IRN,Labor volume for skilled females (millions),v_F_skl,3609007.113
"Iran, Islamic Rep.",IRN,Labor volume for skilled males (millions),v_M_skl,5440642.5
"Iran, Islamic Rep.",IRN,Labor volume for unskilled females (millions),v_F_nsk,2119522.334
"Iran, Islamic Rep.",IRN,Labor volume for unskilled male (millions),v_M_nsk,13791398.05
"Iran, Islamic Rep.",IRN,"Share of female skilled worker out of all workers in this sector, %",p_F_skl,6.172683408
"Iran, Islamic Rep.",IRN,"Share of female unskilled worker out of all workers in this sector, %",p_F_nsk,5.963098333
